央视频道,#genre#
深圳卫视,http://[2409:8087:7000:20::15]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/index.m3u8
湖北卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/index.m3u8
山西卫视,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226201/index.m3u8
重庆卫视,http://[2409:8087:7000:20::18]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/index.m3u8
黑龙江卫视,http://[2409:8087:7000:20::f]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
内蒙古卫视,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
陕西卫视,http://[2409:8087:7001:20:3::9]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226326/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
三沙卫视,http://39.136.18.164/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226324/1/index.m3u8?fmt=ts2hls
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226212/index.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
农林卫视,http://[2409:8087:7001:20:3::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
山东教育,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
金色学堂,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226994/index.m3u8
纪实人文,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226230/index.m3u8
第一财经,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226966/index.m3u8
乐游频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226580/index.m3u8
都市剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226581/index.m3u8
欢笑剧场,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8
纪实科教,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226232/index.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰纪实,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226351/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
茶友频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226808/index.m3u8
快乐垂钓,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226805/index.m3u8
游戏风云,http://[2409:8087:7001:20:2::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226579/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
嘉佳卡通,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
哒啵电竞,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226951/index.m3u8
哒啵赛事,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226954/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
梨园频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
弈坛春秋,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001322/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
老故事,http://[2409:8087:7001:20:3::5]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
财富天下,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226350/index.m3u8
置业频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
家庭理财,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226247/index.m3u8
劲爆体育,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226239/index.m3u8
电影台,#genre#
天映经典,http://210.210.155.35:80/uq2663/h/h239/02.m3u8
天映频道,http://210.210.155.37/dr9445/h/h14/01.m3u8
功夫台,https://edge6a.v2h-cdn.com/asia_action/asia_action.stream/playlist.m3u8
经典电影,http://171.213.39.160:9100/udp/239.93.0.57:9024
爱上4K,http://171.213.39.160:9100/udp/239.93.0.97:5140
4K乐享超清,http://171.213.39.160:9100/udp/239.93.0.43:5140
绚影4K,http://171.213.39.160:9100/udp/239.93.42.33:5140
青春动漫,http://171.213.39.160:9100/udp/239.93.0.146:5140
中录动漫4K,http://171.213.39.160:9100/udp/239.93.1.188:5140
四川频道,#genre#
SCTV-2高清,http://171.213.39.160:9100/udp/239.93.1.101:5140
SCTV-3高清,http://171.213.39.160:9100/udp/239.93.1.102:5140
SCTV-4高清,http://171.213.39.160:9100/udp/239.93.0.47:5140
SCTV-5高清,http://171.213.39.160:9100/udp/239.93.0.166:5140
SCTV-6高清,http://171.213.39.160:9100/udp/239.93.1.144:5140
SCTV-7高清,http://171.213.39.160:9100/udp/239.93.0.219:5140
SCTV-科教高清,http://171.213.39.160:9100/udp/239.93.42.44:5140
SCTV-四川乡村,http://171.213.39.160:9100/udp/239.93.0.52:5140
CDTV-1高清,http://171.213.39.160:9100/udp/239.93.0.16:5140
CDTV-2,http://171.213.39.160:9100/udp/239.93.0.17:1239
CDTV-3,http://171.213.39.160:9100/udp/239.93.0.18:1238
CDTV-4,http://171.213.39.160:9100/udp/239.93.0.19:1250
CDTV-5高清,http://171.213.39.160:9100/udp/239.93.1.231:5140
CDTV-6,http://171.213.39.160:9100/udp/239.93.0.21:1251
CDTV-8高清,http://171.213.39.160:9100/udp/239.93.0.22:1252
i成都,http://171.213.39.160:9100/udp/239.93.1.104:1234
蓉城先锋,http://171.213.39.160:9100/udp/239.93.0.91:2101
高新电视台,https://quxian.pull.cditv.cn/live/gaoxin.flv/playlist.m3u8?wsSecret=87c7365a77c3b05e997024baa392c338&wsTime=65f587ab
锦江电视台,https://quxian.pull.cditv.cn/live/jinjiang.flv/playlist.m3u8?wsSecret=805e4b33e3dd21ad29f2cfedf49cff4f&wsTime=65f587de
青羊电视台,https://quxian.pull.cditv.cn/live/qingyang.flv/playlist.m3u8?wsSecret=60928a008b1d847bd0f2311471888b56&wsTime=65f58807
金牛电视台,https://jntv.pull.cditv.cn/live/jntv.flv/playlist.m3u8?wsSecret=b18c5b4dfb2dd65fb300ca1e8c0fc854&wsTime=65f58833
武侯电视台,https://quxian.pull.cditv.cn/live/wuhou.flv/playlist.m3u8?wsSecret=f210541881dd42f4a8089fe0669a1d01&wsTime=65f58852
成华电视台,https://quxian.pull.cditv.cn/live/chenghua.flv/playlist.m3u8?wsSecret=1641b5c92b3add94d49f5e4e1d4ba48c&wsTime=65f58874
龙泉电视台,https://quxian.pull.cditv.cn/live/longquanyi.flv/playlist.m3u8?wsSecret=49d75a62cc70990e89be25a3f685bb8e&wsTime=65f588a4
青白江电视台,https://quxian.pull.cditv.cn/live/qingbaijiang.flv/playlist.m3u8?wsSecret=5502c433ec234a61b14477da37f377ed&wsTime=65f588ca
新都电视台,https://quxian.pull.cditv.cn/live/xindu.flv/playlist.m3u8?wsSecret=71342709ba522ac81758f8c5075569a9&wsTime=65f588ef
温江电视台,https://quxian.pull.cditv.cn/live/wenjiang.flv/playlist.m3u8?wsSecret=74bf5a6b5a33ed057db571e0b3160bfb&wsTime=65f58911
双流电视台,https://quxian.pull.cditv.cn/live/shuangliu.flv/playlist.m3u8?wsSecret=7398be540577272f443b1453c81eadbb&wsTime=65f58936
郫县电视台,https://quxian.pull.cditv.cn/live/pidu.flv/playlist.m3u8?wsSecret=4a0dae4dba9a7d8101bf0d1f929debcc&wsTime=65f58959
新津电视台,https://quxian.pull.cditv.cn/live/pidu.flv/playlist.m3u8?wsSecret=4a0dae4dba9a7d8101bf0d1f929debcc&wsTime=65f58959
简阳电视台,https://quxian.pull.cditv.cn/live/jianyang.flv/playlist.m3u8?wsSecret=ba2dbb35e360c6fbc38e466f1d787b8e&wsTime=65f58998
都江堰电视台,https://4grhdgmtsfa3dncjqgaho.ourdvsss.com/quxian.pull.cditv.cn/live/dujiangyan.flv/playlist.m3u8?wsSecret=57a2041a336231204d847092f5afbe5c&wsTime=65f58ed3&wsSession=a35b334238fd69d9219722e0-171059170053037&wsIPSercert=0359bb428ce5ac9dbffd0c0c451c7c4b&wsiphost=local&wsBindIP=1
彭州电视台,https://quxian.pull.cditv.cn/live/pengzhou.flv/playlist.m3u8?wsSecret=960d0b1f53e7758c73f83c58a475b0ee&wsTime=65f589e4
邛崃电视台,https://quxian.pull.cditv.cn/live/qionglai.flv/playlist.m3u8?wsSecret=b4560501905e8fe4854a92e72b06f60d&wsTime=65f58a04
崇州电视台,https://4grhdgmtsfa3dncjqga5o.ourdvsss.com/quxian.pull.cditv.cn/live/chongzhou.flv/playlist.m3u8?wsSecret=54d4d1930841d9f39b5dc72382138959&wsTime=65f58bc6&wsSession=f986000612e5bef7dbb59aa8-171059091908379&wsIPSercert=0359bb428ce5ac9dbffd0c0c451c7c4b&wsiphost=local&wsBindIP=1
金堂电视台,https://quxian.pull.cditv.cn/live/jintang.flv/playlist.m3u8?wsSecret=9bb2b60db8c05d4ec8e76180f4722e0f&wsTime=65f58a27
大邑电视台,https://quxian.pull.cditv.cn/live/dayi.flv/playlist.m3u8?wsSecret=225f1e3dcb8eb038773bcd57fe2855dd&wsTime=65f58a48
蒲江电视台,https://quxian.pull.cditv.cn/live/pujiang.flv/playlist.m3u8?wsSecret=acb2a9790009190962ee2f6112179ca4&wsTime=65f58a68
熊猫24小时,http://171.213.39.160:9100/udp/239.93.1.178:5140
红原月亮湾,http://171.213.39.160:9100/udp/239.93.0.209:5140
北京频道,#genre#
北京文艺,http://115.171.80.101:8888/udp/225.1.8.22:8002
北京科教,http://115.171.80.101:8888/udp/225.1.8.105:8002
北京影视,http://115.171.80.101:8888/udp/225.1.8.82:8000
北京财经,http://115.171.80.101:8888/udp/225.1.8.106:8002
北京冬奥纪实,http://115.171.80.101:8888/udp/225.1.8.23:8002
北京生活,http://115.171.80.101:8888/udp/225.1.8.108:8002
北京青年,http://115.171.80.101:8888/udp/225.1.8.118:8002
北京新闻,http://115.171.80.101:8888/udp/225.1.8.83:8000
北京卡酷少儿,http://115.171.80.101:8888/udp/225.1.8.35:8000
北京冬奥纪实 4K,http://115.171.80.101:8888/udp/225.1.8.120:8002
北京冬奥纪实 4K,http://115.171.80.101:8888/udp/225.1.8.164:8002
房山,http://115.171.80.101:8888/udp/225.1.8.68:8002
朝阳融媒,http://115.171.80.101:8888/udp/225.1.8.69:8002
密云,http://115.171.80.101:8888/udp/225.1.8.75:8002
广东频道,#genre#
广东珠江高清,http://113.110.79.44:808/hls/105/index.m3u8
广东经济科教,http://113.110.79.44:808/hls/129/index.m3u8
广东新闻,http://113.110.79.44:808/hls/106/index.m3u8
广东公共,http://113.110.79.44:808/hls/107/index.m3u8
广东体育,http://113.110.79.44:808/hls/108/index.m3u8
广东影视,http://113.110.79.44:808/hls/110/index.m3u8
广东少儿,http://113.110.79.44:808/hls/111/index.m3u8
云浮综合,http://113.110.79.44:808/hls/200/index.m3u8
云浮公共,http://113.110.79.44:808/hls/201/index.m3u8
湛江公共,http://113.110.79.44:808/hls/3/index.m3u8
岭南戏曲,http://113.110.79.44:808/hls/22/index.m3u8
上海频道,#genre#
上海新闻,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000011000031110/index.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3
上海都市,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000018926/index.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
上海ICS,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000030951/index.m3u8?channel-id=bestzb&Contentid=5000000010000030951&livemode=1&stbId=3
七彩戏剧,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000011000031116/index.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3
五星体育,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000017540/index.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
东方影视,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000032212/index.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
东方财经,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000007000010003/index.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3
法治天地,http://[2409:8087:7001:20:1000::88]:6610/000000001000/9001547084732463424/index.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3
第一财经,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000010000027146/index.m3u8?channel-id=bestzb&Contentid=5000000010000027146&livemode=1&stbId=3
东方购物,http://[2409:8087:7001:20:1000::88]:6610/000000001000/5000000007000010004/index.m3u8?channel-id=bestzb&Contentid=5000000007000010004&livemode=1&stbId=3
浙江频道,#genre#
浙江公共新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江数码时代,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
陕西频道,#genre#
陕西新闻资讯,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/index.m3u8
陕西都市青春,http://[2409:8087:7001:20:3::6]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226358/index.m3u8
陕西生活频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226359/index.m3u8
陕西影视频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226360/index.m3u8
陕西公共频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226361/index.m3u8
陕西体育休闲,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226363/index.m3u8
陕西西部电影,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226364/index.m3u8
西安新闻综合,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226366/index.m3u8
西安都市频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226367/index.m3u8
西安商务资讯,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
西安影视频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226369/index.m3u8
西安丝路频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226370/index.m3u8
西安教育频道,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226371/index.m3u8
求索系列,#genre#
求索记录,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
